token,raw_csv,candidate_count,phog_top1_tile_id,phog_top1_error_m,phog_top1_lsd_rank,phog_top1_lsd_score,phog_top1_lsd_shift_mag_px,phog_top1_lsd_boundary,lsd_top1_tile_id,lsd_top1_error_m,lsd_top1_phog_rank,lsd_top1_lsd_rank,lsd_top1_lsd_score,lsd_top1_shift_mag_px,lsd_top1_boundary,oracle_best_top50_error_m,oracle_best_top50_tile_id,oracle_best_top50_phog_rank,oracle_best_top50_lsd_rank,oracle_best_top50_lsd_score,first_phog_rank_under_20m,first_phog_rank_under_40m,first_phog_rank_under_60m,first_lsd_rank_under_20m,first_lsd_rank_under_40m,first_lsd_rank_under_60m,phog_margin_top1_top2,failure_group,gate_error_m,gate_selection_reason,gate_phog_rank,gate_lsd_rank,gate_lsd_score,uav_junction_count,uav_L_count,uav_T_count,uav_X_count,uav_junction_salience_sum,uav_junction_type_entropy,uav_luma_lsd_line_count,uav_luma_lsd_total_line_length_px,gt_junction_count,gt_L_count,gt_T_count,gt_X_count,gt_junction_salience_sum,gt_junction_type_entropy,gt_luma_lsd_line_count,gt_luma_lsd_total_line_length_px,phog_junction_count,phog_L_count,phog_T_count,phog_X_count,phog_junction_salience_sum,phog_junction_type_entropy,phog_luma_lsd_line_count,phog_luma_lsd_total_line_length_px,lsd_junction_count,lsd_L_count,lsd_T_count,lsd_X_count,lsd_junction_salience_sum,lsd_junction_type_entropy,lsd_luma_lsd_line_count,lsd_luma_lsd_total_line_length_px,oracle_junction_count,oracle_L_count,oracle_T_count,oracle_X_count,oracle_junction_salience_sum,oracle_junction_type_entropy,oracle_luma_lsd_line_count,oracle_luma_lsd_total_line_length_px,rot_best_profile,rot_best_error_m,rot_best_angle_deg,rot_summary_csv,low_uav_junction_structure,low_uav_line_structure,correct_candidate_in_pool,near_candidate_in_pool,lsd_large_shift,lsd_boundary_shift,lsd_damage_m,lsd_improvement_m,selection_gap_to_oracle_m,copied_assets
276,outputs/satloc/metadata/s4c_macrocontour_phog_chamfer/s4c4_vector_skeleton/s4c4c_luma_lsd_rerank/s4c4c_token0276_luma_lsd_raw_lsd_scores_top50.csv,50,2532,595.6549828821225,30,65.67509460449219,0.0,False,7687,1607.5899516328188,18,1,27.457275390625,0.0,False,2.0813950320417844,4399,4,4,37.31074523925781,4.0,4.0,4.0,4.0,4.0,4.0,0.00011861324310302734,selection_failure_correct_in_pool,1607.5899516328188,fallback_lsd,18,1,27.457275390625,16.0,12.0,4.0,0.0,2018.5491632060236,0.5118595071429147,49.0,2521.28515625,3.0,3.0,0.0,0.0,188.1053329393405,-0.0,41.0,1351.6771240234375,17.0,12.0,5.0,0.0,1343.5513504573826,0.551420647321118,48.0,1716.5802001953125,16.0,11.0,5.0,0.0,934.93982638713,0.5653371812436325,75.0,2765.493408203125,3.0,3.0,0.0,0.0,188.1053329393405,-0.0,41.0,1351.6771240234375,,,,,False,True,True,True,False,False,1011.9349687506964,-1011.9349687506964,1605.508556600777,"[""outputs/satloc/assets/s4c6_failure_analysis/selection_failure_correct_in_pool/selection_failure_correct_in_pool_token0276_s4c5a_token0276_junction_lsd_frontend.png""]"
694,outputs/satloc/metadata/s4c_macrocontour_phog_chamfer/s4c4_vector_skeleton/s4c4c_luma_lsd_rerank/s4c4c_token0694_luma_lsd_raw_lsd_scores_top50.csv,50,2672,725.4185466862718,10,33.41699981689453,0.0,False,1891,1553.8583659376886,31,1,15.924012184143066,0.0,False,29.20291559367931,5302,48,2,19.821044921875,,48.0,48.0,,2.0,2.0,0.0035521388053894043,selection_failure_correct_in_pool,725.4185466862718,phog_anchor,1,10,33.41699981689453,23.0,17.0,6.0,0.0,3389.078288829346,0.5224449947571248,91.0,4600.24169921875,21.0,17.0,4.0,0.0,2567.419531755444,0.4432070480978374,74.0,3593.775146484375,0.0,0.0,0.0,0.0,0.0,0.0,65.0,2622.8037109375,18.0,14.0,4.0,0.0,1989.5269427122464,0.482159360969681,120.0,5454.9501953125,13.0,12.0,1.0,0.0,1376.7420798251155,0.246847205187025,58.0,2625.826904296875,,,,,False,False,True,True,False,False,828.4398192514168,-828.4398192514168,1524.6554503440093,"[""outputs/satloc/assets/s4c6_failure_analysis/selection_failure_correct_in_pool/selection_failure_correct_in_pool_token0694_s4c5a_token0694_junction_lsd_frontend.png""]"
1015,outputs/satloc/metadata/s4c_macrocontour_phog_chamfer/s4c4_vector_skeleton/s4c4c_luma_lsd_rerank/s4c4c_token1015_luma_lsd_raw_lsd_scores_top50.csv,50,8189,1184.921590682784,1,29.124711990356445,0.0,False,8189,1184.921590682784,1,1,29.124711990356445,0.0,False,23.22839645619862,4671,2,2,32.9641227722168,,2.0,2.0,,2.0,2.0,0.002060234546661377,selection_failure_correct_in_pool,1184.921590682784,fallback_lsd,1,1,29.124711990356445,15.0,13.0,2.0,0.0,822.3414254117915,0.3574277033653125,82.0,3569.02001953125,1.0,1.0,0.0,0.0,26.234507461066663,-0.0,43.0,1635.8531494140625,13.0,9.0,4.0,0.0,1048.5982528871957,0.5618376711211266,78.0,2956.451904296875,13.0,9.0,4.0,0.0,1048.5982528871957,0.5618376711211266,78.0,2956.451904296875,7.0,7.0,0.0,0.0,373.9328617999706,-0.0,50.0,1959.1021728515625,,,,,False,False,True,True,False,False,0.0,0.0,1161.6931942265853,"[""outputs/satloc/assets/s4c6_failure_analysis/selection_failure_correct_in_pool/selection_failure_correct_in_pool_token1015_s4c5a_token1015_junction_lsd_frontend.png""]"
107,outputs/satloc/metadata/s4c_macrocontour_phog_chamfer/s4c4_vector_skeleton/s4c4c_luma_lsd_rerank/s4c4c_token0107_luma_lsd_raw_lsd_scores_top50.csv,50,1194,1119.7144470258745,1,20.974727630615234,0.0,False,1194,1119.7144470258745,1,1,20.974727630615234,0.0,False,23.320008386014507,537,20,2,25.147266387939453,,20.0,20.0,,2.0,2.0,0.001041114330291637,selection_failure_correct_in_pool,1119.7144470258745,fallback_lsd,1,1,20.974727630615234,10.0,7.0,3.0,0.0,2081.1742926943366,0.556032649876389,63.0,4089.078125,3.0,0.0,3.0,0.0,732.9670089032771,-0.0,27.0,1462.3243408203125,12.0,9.0,3.0,0.0,1030.3681510066108,0.5118595071429147,74.0,3322.19873046875,12.0,9.0,3.0,0.0,1030.3681510066108,0.5118595071429147,74.0,3322.19873046875,4.0,1.0,3.0,0.0,1113.437442087667,0.5118595071429147,35.0,1970.048583984375,,,,,True,True,True,True,False,False,0.0,0.0,1096.39443863986,"[""outputs/satloc/assets/s4c6_failure_analysis/selection_failure_correct_in_pool/selection_failure_correct_in_pool_token0107_s4c5a_token0107_junction_lsd_frontend.png""]"
516,outputs/satloc/metadata/s4c_macrocontour_phog_chamfer/s4c4_vector_skeleton/s4c4c_luma_lsd_rerank/s4c4c_token0516_luma_lsd_raw_lsd_scores_top50.csv,50,4316,11.41069826575302,1,12.86349105834961,0.0,False,4316,11.41069826575302,1,1,12.86349105834961,0.0,False,11.41069826575302,4316,1,1,12.86349105834961,1.0,1.0,1.0,1.0,1.0,1.0,0.005203843116760143,stable_success,11.41069826575302,phog_anchor,1,1,12.86349105834961,17.0,13.0,4.0,0.0,2010.375840668971,0.4966215830615091,120.0,7449.416015625,12.0,9.0,3.0,0.0,1226.9457765221975,0.5118595071429147,120.0,5918.857421875,12.0,9.0,3.0,0.0,1226.9457765221975,0.5118595071429147,120.0,5918.857421875,12.0,9.0,3.0,0.0,1226.9457765221975,0.5118595071429147,120.0,5918.857421875,12.0,9.0,3.0,0.0,1226.9457765221975,0.5118595071429147,120.0,5918.857421875,,,,,False,False,True,True,False,False,0.0,0.0,0.0,"[""outputs/satloc/assets/s4c6_failure_analysis/stable_success/stable_success_token0516_s4c4c_token0516_luma_lsd_panel_top5.png"", ""outputs/satloc/assets/s4c6_failure_analysis/stable_success/stable_success_token0516_s4c5a_token0516_junction_lsd_frontend.png""]"
40,outputs/satloc/metadata/s4c_macrocontour_phog_chamfer/s4c4_vector_skeleton/s4c4c_luma_lsd_rerank/s4c4c_token0040_luma_lsd_raw_lsd_scores_top50.csv,50,2171,12.433470075565795,1,12.013294219970703,0.0,False,2171,12.433470075565795,1,1,12.013294219970703,0.0,False,12.433470075565795,2171,1,1,12.013294219970703,1.0,1.0,1.0,1.0,1.0,1.0,0.02761632204055786,stable_success,12.433470075565795,phog_anchor,1,1,12.013294219970703,23.0,16.0,7.0,0.0,3591.512992961875,0.5593450270392609,120.0,7875.2919921875,15.0,11.0,4.0,0.0,1859.2057504251973,0.527861537140782,120.0,6469.86962890625,15.0,11.0,4.0,0.0,1859.2057504251973,0.527861537140782,120.0,6469.86962890625,15.0,11.0,4.0,0.0,1859.2057504251973,0.527861537140782,120.0,6469.86962890625,15.0,11.0,4.0,0.0,1859.2057504251973,0.527861537140782,120.0,6469.86962890625,,,,,False,False,True,True,False,False,0.0,0.0,0.0,"[""outputs/satloc/assets/s4c6_failure_analysis/stable_success/stable_success_token0040_s4c4c_token0040_luma_lsd_panel_top5.png"", ""outputs/satloc/assets/s4c6_failure_analysis/stable_success/stable_success_token0040_s4c5a_token0040_junction_lsd_frontend.png""]"
905,outputs/satloc/metadata/s4c_macrocontour_phog_chamfer/s4c4_vector_skeleton/s4c4c_luma_lsd_rerank/s4c4c_token0905_luma_lsd_raw_lsd_scores_top50.csv,50,2042,15.897900427790166,1,13.064661026000977,0.0,False,2042,15.897900427790166,1,1,13.064661026000977,0.0,False,15.897900427790166,2042,1,1,13.064661026000977,1.0,1.0,1.0,1.0,1.0,1.0,0.02516806125640858,stable_success,15.897900427790166,phog_anchor,1,1,13.064661026000977,29.0,21.0,7.0,1.0,3103.005244910026,0.6307404425754963,120.0,7222.0693359375,19.0,12.0,7.0,0.0,1834.356383558946,0.599037526096642,120.0,6663.109375,19.0,12.0,7.0,0.0,1834.356383558946,0.599037526096642,120.0,6663.109375,19.0,12.0,7.0,0.0,1834.356383558946,0.599037526096642,120.0,6663.109375,19.0,12.0,7.0,0.0,1834.356383558946,0.599037526096642,120.0,6663.109375,,,,,False,False,True,True,False,False,0.0,0.0,0.0,"[""outputs/satloc/assets/s4c6_failure_analysis/stable_success/stable_success_token0905_s4c4c_token0905_luma_lsd_panel_top5.png"", ""outputs/satloc/assets/s4c6_failure_analysis/stable_success/stable_success_token0905_s4c5a_token0905_junction_lsd_frontend.png""]"
874,outputs/satloc/metadata/s4c_macrocontour_phog_chamfer/s4c4_vector_skeleton/s4c4c_luma_lsd_rerank/s4c4c_token0874_luma_lsd_raw_lsd_scores_top50.csv,50,1410,31.14777683593874,3,19.11128044128418,0.0,False,1536,18.228112771313647,6,1,17.697744369506836,0.0,False,18.228112771313647,1536,6,1,17.697744369506836,6.0,1.0,1.0,1.0,1.0,1.0,0.021117985248565674,stable_success,31.14777683593874,phog_anchor,1,3,19.11128044128418,17.0,13.0,4.0,0.0,2195.1295010612007,0.4966215830615091,117.0,7347.3017578125,12.0,9.0,3.0,0.0,1327.7728550786492,0.5118595071429147,120.0,5739.9794921875,9.0,9.0,0.0,0.0,744.7634325913915,-0.0,91.0,4183.05078125,12.0,9.0,3.0,0.0,1327.7728550786492,0.5118595071429147,120.0,5739.9794921875,12.0,9.0,3.0,0.0,1327.7728550786492,0.5118595071429147,120.0,5739.9794921875,,,,,False,False,True,True,False,False,-12.919664064625092,12.919664064625092,0.0,"[""outputs/satloc/assets/s4c6_failure_analysis/stable_success/stable_success_token0874_s4c5a_token0874_junction_lsd_frontend.png""]"
434,outputs/satloc/metadata/s4c_macrocontour_phog_chamfer/s4c4_vector_skeleton/s4c4c_luma_lsd_rerank/s4c4c_token0434_luma_lsd_raw_lsd_scores_top50.csv,50,8236,1868.2082212474063,41,130.53817749023438,0.0,False,6802,239.65457617290812,28,1,47.10486602783203,0.0,False,75.55291917806296,6557,29,10,67.83757019042969,,,,,,,6.11543655396618e-05,weak_pool_near_candidate,239.6545761729081,fallback_lsd,28,1,47.10486602783203,5.0,3.0,2.0,0.0,328.34484063362135,0.6126016192893442,42.0,1432.748046875,8.0,7.0,1.0,0.0,434.633189278162,0.3429509801981277,35.0,1100.9227294921875,0.0,0.0,0.0,0.0,0.0,0.0,2.0,54.4092025756836,2.0,1.0,1.0,0.0,97.56123291864976,0.6309297535714574,23.0,823.017578125,3.0,3.0,0.0,0.0,182.4010095927221,-0.0,25.0,739.4602661132812,,,,,True,True,False,True,False,False,-1628.5536450744983,1628.5536450744983,164.10165699484514,"[""outputs/satloc/assets/s4c6_failure_analysis/weak_pool_near_candidate/weak_pool_near_candidate_token0434_s4c5a_token0434_junction_lsd_frontend.png""]"
564,outputs/satloc/metadata/s4c_macrocontour_phog_chamfer/s4c4_vector_skeleton/s4c4c_luma_lsd_rerank/s4c4c_token0564_luma_lsd_raw_lsd_scores_top50.csv,50,3362,1606.1345610612675,29,15.722173690795898,0.0,False,2958,588.5735803701591,29,1,11.347882270812988,0.0,False,78.62824428411253,3067,49,26,15.173030853271484,,,,,,,6.508827209461554e-05,weak_pool_near_candidate,588.5735803701591,fallback_lsd,29,1,11.347882270812988,40.0,10.0,30.0,0.0,6158.555970008763,0.5118595071429147,120.0,9039.388671875,23.0,15.0,8.0,0.0,2542.7074934207108,0.5880969216574934,120.0,7535.6796875,16.0,12.0,4.0,0.0,2082.4615275936285,0.5118595071429147,120.0,6602.787109375,4.0,4.0,0.0,0.0,316.9271276479212,-0.0,120.0,7202.11962890625,18.0,14.0,4.0,0.0,1164.2768658106124,0.482159360969681,120.0,6840.0693359375,rot_lsd_only,588.5735803701591,0.0,outputs/satloc/metadata/s4c_macrocontour_phog_chamfer/s4c6_rotation_aware_lsd/s4c6b_traj01_orientation_prior_top50_summary_by_token_profile.csv,False,False,False,True,False,False,-1017.5609806911084,1017.5609806911084,509.9453360860466,"[""outputs/satloc/assets/s4c6_failure_analysis/weak_pool_near_candidate/weak_pool_near_candidate_token0564_s4c5a_token0564_junction_lsd_frontend.png"", ""outputs/satloc/assets/s4c6_failure_analysis/weak_pool_near_candidate/weak_pool_near_candidate_token0564_s4c6b_token0564_fixed_panel_top5.png"", ""outputs/satloc/assets/s4c6_failure_analysis/weak_pool_near_candidate/weak_pool_near_candidate_token0564_s4c6b_token0564_orientation_prior_panel_top5.png""]"
937,outputs/satloc/metadata/s4c_macrocontour_phog_chamfer/s4c4_vector_skeleton/s4c4c_luma_lsd_rerank/s4c4c_token0937_luma_lsd_raw_lsd_scores_top50.csv,50,3393,849.8890174430359,6,53.366004943847656,0.0,False,4812,792.6576573802224,17,1,33.79425048828125,0.0,False,94.7062768939703,3666,40,7,55.398193359375,,,,,,,0.003317713737488015,weak_pool_near_candidate,849.8890174430359,phog_anchor,1,6,53.366004943847656,11.0,8.0,3.0,0.0,552.0724809559466,0.5333570581245946,64.0,2450.739990234375,1.0,1.0,0.0,0.0,28.97307282234476,-0.0,27.0,951.3696899414062,14.0,13.0,1.0,0.0,860.4847508251288,0.2342215203652864,72.0,2605.697265625,8.0,5.0,3.0,0.0,497.0427350432981,0.6021808102656678,57.0,1802.7939453125,7.0,6.0,1.0,0.0,326.2990097707344,0.3733039603858872,36.0,1265.2191162109375,,,,,True,True,False,True,False,False,-57.23136006281345,57.23136006281345,697.9513804862521,"[""outputs/satloc/assets/s4c6_failure_analysis/weak_pool_near_candidate/weak_pool_near_candidate_token0937_s4c5a_token0937_junction_lsd_frontend.png""]"
