failure_group,count,rate,median_phog_error_m,median_lsd_error_m,median_oracle_top50_error_m,median_selection_gap_to_oracle_m,low_uav_line_structure_rate,low_uav_junction_structure_rate,lsd_large_shift_rate,lsd_boundary_shift_rate
candidate_pool_failure,37,0.5068493150684932,1889.0252539995129,1234.3774936461573,295.2176792210381,882.0405514444367,0.2702702702702703,0.2972972972972973,0.0,0.0
lsd_rescue,11,0.1506849315068493,1449.8774826424487,23.20260520669548,19.46792077246785,0.0,0.09090909090909091,0.09090909090909091,0.0,0.0
stable_success,11,0.1506849315068493,20.692325852243,19.85008059081389,19.85008059081389,0.0,0.09090909090909091,0.09090909090909091,0.0,0.0
selection_failure_correct_in_pool,9,0.1232876712328767,725.4185466862718,960.8947705923636,23.22839645619862,937.8234442911396,0.5555555555555556,0.5555555555555556,0.0,0.0
weak_pool_near_candidate,3,0.0410958904109589,1606.1345610612675,588.5735803701591,78.62824428411253,509.9453360860466,0.6666666666666666,0.6666666666666666,0.0,0.0
lsd_destroyed_phog_success,2,0.0273972602739726,18.180520452777493,1417.5620715230452,18.180520452777493,1399.381551070268,0.5,0.5,0.0,0.0
