raw_policy,controlled_policy,controlled_rmse_m,raw_post_lock_rmse_m,raw_minus_controlled_rmse_m,controlled_p95_error_m,raw_post_lock_p95_error_m,raw_minus_controlled_p95_error_m,controlled_max_error_m,raw_post_lock_max_error_m,raw_minus_controlled_max_error_m,controlled_final_error_m,raw_post_lock_final_error_m,raw_minus_controlled_final_error_m,controlled_failure_rate_gt40m,raw_post_lock_failure_rate_gt40m,raw_minus_controlled_failure_rate_gt40m
raw_bootstrap_hybrid_r60_hard_online,hybrid_r60_hard_reset_online,71.94588085671022,82.55389577163625,10.60801491492603,146.91236638038347,164.92274929184612,18.010382911462642,218.76886899199343,205.31325204251957,-13.455616949473864,44.06951366501606,64.70369956188233,20.63418589686627,0.5812379110251451,0.7038369304556354,0.12259901943049034
raw_bootstrap_hybrid_r60_b100_t050_online,hybrid_r60_adaptive_b100_t050_online,71.08703162474627,91.10967878875012,20.022647164003843,148.02353917254038,183.4653650906044,35.44182591806401,201.3690631144935,229.7511099779947,28.382046863501188,44.06951366501603,64.70369956188233,20.6341858968663,0.5502901353965184,0.7182254196642686,0.16793528426775017
raw_bootstrap_hybrid_r60_b100_t075_online,hybrid_r60_adaptive_b100_t075_online,70.68841007552709,84.99546662005409,14.307056544527,149.9415807843964,170.86155713704636,20.919976352649968,205.9480511296275,196.70026789353915,-9.247783236088338,44.06951366501606,64.70369956188236,20.6341858968663,0.5589941972920697,0.7290167865707434,0.17002258927867375
