policy,correction_alpha_source,events,true_events_eval_only,false_events_eval_only,precision_eval_only,mean_alpha,median_absolute_innovation_m,median_position_shift_applied_m,events_improving_error,events_worsening_error,median_error_improvement_m,median_true_improvement_m_eval_only,median_false_improvement_m_eval_only
raw_bootstrap_balanced_hard_online,balanced_confidence,23,17,6,0.7391304347826086,1.0,65.00315208551434,65.00315208551434,17,6,11.46992800138051,16.221292441997875,8.67831671794449
raw_bootstrap_hybrid_r60_hard_online,balanced_confidence,23,17,6,0.7391304347826086,1.0,42.07573773324935,42.07573773324935,14,9,3.028956673080181,6.620465611883198,1.5817099295896142
raw_bootstrap_hybrid_r60_hard_online,temporal_only_support,27,18,9,0.6666666666666666,1.0,46.894688493383896,46.894688493383896,18,9,9.348202014885231,15.766654742276163,-27.521435486521334
raw_bootstrap_hybrid_r60_b100_t050_online,balanced_confidence,23,17,6,0.7391304347826086,1.0,53.05244770350506,53.05244770350506,14,9,3.7738737983800448,6.620465611883198,-3.2246871963271753
raw_bootstrap_hybrid_r60_b100_t050_online,temporal_only_support,27,18,9,0.6666666666666666,0.5,58.48285199958581,29.241425999792902,22,5,14.062438709462532,17.03403706344061,-9.96639268690609
raw_bootstrap_hybrid_r60_b100_t075_online,balanced_confidence,23,17,6,0.7391304347826086,1.0,50.12186520015329,50.12186520015329,15,8,6.620465611883198,9.358711385748812,4.457831053794408
raw_bootstrap_hybrid_r60_b100_t075_online,temporal_only_support,27,18,9,0.6666666666666666,0.75,49.00432072577516,36.75324054433137,17,10,12.343295794833391,18.565841020128882,-9.775125629807183
