policy,policy_type,event_index,correction_role,sequence_frame_id,token,tile_id,reference_cumulative_distance_m,gap_since_previous_event_m,baseline_x_m,baseline_y_m,pre_correction_x_m,pre_correction_y_m,pre_correction_error_m,absolute_fix_x_m,absolute_fix_y_m,post_correction_x_m,post_correction_y_m,post_correction_error_m,manifest_fix_error_m_eval_only,fix_error_consistency_delta_m,position_shift_applied_m,error_improvement_m,error_worsened,correction_true_eval_only,correction_false_eval_only,correction_dangerous_false_gt100m_eval_only,offset_before_x_m,offset_before_y_m,offset_after_x_m,offset_after_y_m
oracle_position_reset_eval_only,candidate_pool_oracle_eval_only,16,relocalization,130,131,529,1425.2642621114535,23.344701954119273,-610.6249717176629,836.7635335866034,-602.9820957578938,812.3504763945374,35.85754800127241,-578.8454865706153,813.3125969446264,-578.8454865706153,813.3125969446264,17.671384716804813,17.713301616081825,0.041916899277012476,24.15577734233202,18.1861632844676,False,True,False,False,7.642875959769071,-24.41305719206605,31.77948514704758,-23.450936641977023
oracle_position_reset_eval_only,candidate_pool_oracle_eval_only,17,relocalization,135,136,528,1479.1132468436915,53.84898473223802,-666.5337306421518,834.7097146582246,-634.7542454951042,811.2587780162476,19.43104270538967,-613.8156969500706,812.7885522413999,-613.8156969500706,812.7885522413999,19.187098913063178,19.217471287595927,0.030372374532749546,20.994356964495754,0.243943792326494,False,True,False,False,31.77948514704758,-23.450936641977023,52.718033692081235,-21.9211624168247
oracle_position_reset_eval_only,candidate_pool_oracle_eval_only,18,relocalization,138,139,527,1514.8163175694035,35.703070725711996,-703.4985525840973,833.4091797375228,-650.7805188920161,811.4880173206981,18.915651807822396,-648.7859035201836,812.2646108935587,-648.7859035201836,812.2646108935587,19.445139473772066,19.47232333343605,0.027183859663985288,2.140464449356411,-0.5294876659496701,True,True,False,False,52.718033692081235,-21.9211624168247,54.71264906391366,-21.144568843964066
oracle_position_reset_eval_only,candidate_pool_oracle_eval_only,19,relocalization,140,141,401,1538.6508865327703,23.83456896336679,-728.2223750773478,832.466696145538,-673.5097260134341,811.3221273015739,19.282714858757156,-684.2773086238885,846.5382798938081,-684.2773086238885,846.5382798938081,19.566308133868766,19.63179225203028,0.065484118161514,36.82551070484264,-0.2835932751116097,True,True,False,False,54.71264906391366,-21.144568843964066,43.945066453459276,14.071583748270086
oracle_position_reset_eval_only,candidate_pool_oracle_eval_only,20,relocalization,180,181,1648,1926.6973536358632,388.04646710309294,-812.1543345225043,491.80210787145126,-768.209268069045,505.87369161972134,8.353606284707874,-783.9788869633339,496.99248331272975,-783.9788869633339,496.99248331272975,26.449865943979567,26.43326356485385,0.01660237912571816,18.098528698855326,-18.096259659271695,True,True,False,False,43.945066453459276,14.071583748270086,28.17544755917038,5.190375441278491
oracle_position_reset_eval_only,candidate_pool_oracle_eval_only,21,relocalization,185,186,1648,1932.6752350517088,5.977881415845559,-812.3504131365153,485.4086013707609,-784.1749655773449,490.5989768120394,26.957311183473045,-783.9788869633339,496.99248331272975,-783.9788869633339,496.99248331272975,24.150978070721326,24.116585303341022,0.034392767380303724,6.396512502703517,2.8063331127517195,False,True,False,False,28.17544755917038,5.190375441278491,28.371526173181337,11.583881941968855
oracle_position_reset_eval_only,candidate_pool_oracle_eval_only,22,relocalization,190,191,1648,1938.440742845247,5.765507793538291,-812.6679065868932,480.1188969943351,-784.2963804137119,491.70277893630396,24.553686345872844,-783.9788869633339,496.99248331272975,-783.9788869633339,496.99248331272975,23.26640297418134,23.223608820880912,0.04279415330042724,5.299223950826293,1.2872833716915046,False,True,False,False,28.371526173181337,11.583881941968855,28.68901962355926,16.873586318394644
oracle_position_reset_eval_only,candidate_pool_oracle_eval_only,23,relocalization,195,196,1773,1956.506294645568,18.065551800320918,-813.9789277221983,460.05664616087273,-785.289908098639,476.9302324792674,24.9685056876861,-783.4580463828752,462.19500210508704,-783.4580463828752,462.19500210508704,29.40406920388955,29.408003084881145,0.003933880991596084,14.848660933762606,-4.435563516203448,True,True,False,False,28.68901962355926,16.873586318394644,30.52088133932307,2.138355944214311
oracle_position_reset_eval_only,candidate_pool_oracle_eval_only,24,relocalization,200,201,1773,1971.5889309154436,15.082636269875593,-814.533501587254,443.51361778852726,-784.012620247931,445.65197373274157,31.248525291117303,-783.4580463828752,462.19500210508704,-783.4580463828752,462.19500210508704,23.719182127384208,23.67719489349913,0.0419872338850773,16.55232128434046,7.529343163733095,False,True,False,False,30.52088133932307,2.138355944214311,31.07545520437884,18.681384316559786
oracle_position_reset_eval_only,candidate_pool_oracle_eval_only,25,relocalization,205,206,1773,1981.047264600488,9.458333685044408,-815.2016448014697,434.158145160888,-784.1261895970908,452.8395294774478,24.569672037063725,-783.4580463828752,462.19500210508704,-783.4580463828752,462.19500210508704,24.24271640186356,24.20512488938083,0.03759151248273085,9.379300797032238,0.32695563520016435,False,True,False,False,31.07545520437884,18.681384316559786,31.7435984185945,28.03685694419903
oracle_position_reset_eval_only,candidate_pool_oracle_eval_only,26,relocalization,210,211,1898,1995.9062558328087,14.858991232320705,-816.6316883713446,417.9644927233884,-784.8880899527501,446.0013496675874,25.117572504687374,-782.9372111251578,427.3975223405287,-782.9372111251578,427.3975223405287,26.982040005719625,26.97018565271046,0.011854353009166374,18.705836506688595,-1.8644675010322516,True,True,False,False,31.7435984185945,28.03685694419903,33.69447724618681,9.433029617140335
oracle_position_reset_eval_only,candidate_pool_oracle_eval_only,27,relocalization,215,216,2023,2036.4742383006333,40.56798246782455,-820.7135220978075,373.375947303516,-787.0190448516207,382.80897692065633,32.53801791681701,-782.4163811902981,392.600044017192,-782.4163811902981,392.600044017192,23.833709377820185,23.8045294338649,0.02917994395528467,10.818942077122069,8.704308538996827,False,True,False,False,33.69447724618681,9.433029617140335,38.2971409075094,19.224096713675976
oracle_position_reset_eval_only,candidate_pool_oracle_eval_only,28,relocalization,250,251,3399,2423.036147494842,386.56190919420897,-836.4298135125243,-35.663993760950696,-798.1326726050149,-16.43989704727472,63.426175369542506,-741.7150467209285,10.351318392902613,-741.7150467209285,10.351318392902613,5.218622238395081,5.234032282158039,0.015410043762957848,62.455726199914885,58.20755313114742,False,True,False,False,38.2971409075094,19.224096713675976,94.71476679159582,46.01531215385331
oracle_position_reset_eval_only,candidate_pool_oracle_eval_only,29,relocalization,255,256,3524,2479.0039020090703,55.96775451422809,-840.5406408318013,-93.56818190361857,-745.8258740402055,-47.55286974976526,7.8707254789857855,-741.1941778404871,-24.446146419737488,-741.1941778404871,-24.446146419737488,16.19361358001406,16.2475356965014,0.053922116487342464,23.56635891980208,-8.322888101028273,True,True,False,False,94.71476679159582,46.01531215385331,99.34646299131418,69.12203548388108
oracle_position_reset_eval_only,candidate_pool_oracle_eval_only,30,relocalization,258,259,3774,2512.694933194015,33.69103118494468,-842.9518594009262,-127.74874145471333,-743.605396409612,-58.62670597083225,15.823413643370996,-740.1524560515536,-94.04107172042131,-740.1524560515536,-94.04107172042131,19.783918589350705,19.85008059085271,0.06616200150200413,35.58230035512004,-3.960504945979709,True,True,False,False,99.34646299131418,69.12203548388108,102.7994033493726,33.70766973429201
oracle_position_reset_eval_only,candidate_pool_oracle_eval_only,31,relocalization,260,261,3774,2535.5253024158897,22.830369221874662,-844.4307102842217,-151.0075913349513,-741.6313069348491,-117.29992160065927,20.192896643280406,-740.1524560515536,-94.04107172042131,-740.1524560515536,-94.04107172042131,3.163391883036027,3.173043086197424,0.009651203161397337,23.3058168208383,17.02950476024438,False,True,False,False,102.7994033493726,33.70766973429201,104.27825423266813,56.96651961452997
oracle_position_reset_eval_only,candidate_pool_oracle_eval_only,32,relocalization,265,266,4024,2593.37572279381,57.85042037792027,-848.2819199511903,-208.8694858068752,-744.0036657185221,-151.90296619234522,5.1894549402002195,-739.110755559057,-163.63599125435576,-739.110755559057,-163.63599125435576,8.702810540371926,8.73182821171255,0.029017671340623608,12.712373772603001,-3.513355600171707,True,True,False,False,104.27825423266813,56.96651961452997,109.17116439213328,45.23349455251943
oracle_position_reset_eval_only,candidate_pool_oracle_eval_only,33,relocalization,268,269,4149,2629.3947980347853,36.019075240975326,-850.7852962466459,-245.6181455577644,-741.6141318545126,-200.38465100524496,9.648504263648947,-738.5899132988416,-198.4334488590248,-738.5899132988416,-198.4334488590248,7.507249138362187,7.532041265804385,0.02479212744219783,3.5990398286041834,2.1412551252867598,False,True,False,False,109.17116439213328,45.23349455251943,112.19538294780432,47.1846966987396
oracle_position_reset_eval_only,candidate_pool_oracle_eval_only,34,relocalization,270,271,4274,2652.7788412785085,23.384043243723227,-852.3186854031142,-269.7240309646055,-740.1233024553098,-222.5393342658659,8.25601822833573,-738.0690763628809,-233.23090502247211,-738.0690763628809,-233.23090502247211,18.89753836892933,18.960849223413444,0.063310854484115,10.887126805651391,-10.641520140593599,True,True,False,False,112.19538294780432,47.1846966987396,114.24960904023328,36.49312594213339
oracle_position_reset_eval_only,candidate_pool_oracle_eval_only,35,relocalization,275,276,4399,2708.194222382337,55.41538110382862,-856.9103026001603,-327.0031728701972,-742.660693559927,-290.51004692806384,21.118409932280446,-737.5482447510585,-268.0283597437665,-737.5482447510585,-268.0283597437665,2.077786969282251,2.081395031634583,0.00360806235233202,23.055658556543147,19.040622962998196,False,True,False,False,114.24960904023328,36.49312594213339,119.3620578491018,58.97481312643072
oracle_position_reset_eval_only,candidate_pool_oracle_eval_only,36,relocalization,305,306,5774,3065.4750671153506,357.2808447330135,-869.3431482172775,-699.8473284846967,-749.9810903681757,-640.872515358266,27.310813290895,-731.8194484177511,-650.800266542472,-731.8194484177511,-650.800266542472,24.557404477080162,24.63318312855205,0.07577865147188945,20.697958399584373,2.7534088138148363,False,True,False,False,119.3620578491018,58.97481312643072,137.5236997995264,49.047061942224786
oracle_position_reset_eval_only,candidate_pool_oracle_eval_only,37,relocalization,375,376,6665,3858.4671241995184,792.9920570841678,-291.1192964469006,-931.4199812202114,-153.59559664737418,-882.3729192779866,48.78844378423923,-168.56999565300066,-885.9947711927816,-168.56999565300066,-885.9947711927816,33.50155788777725,33.46243989006533,0.03911799771191937,15.406181774612799,15.286885896461975,False,True,False,False,137.5236997995264,49.047061942224786,122.54930079389993,45.425210027429785
oracle_position_reset_eval_only,candidate_pool_oracle_eval_only,38,relocalization,380,381,6666,3918.802417796444,60.33529359692557,-228.15772298864056,-920.1265588438564,-105.60842219474063,-874.7013488164266,40.369214903590375,-133.5947012802353,-885.4696725350805,-133.5947012802353,-885.4696725350805,12.834876018429592,12.864052687397322,0.029176668967730635,29.986473830060785,27.534338885160786,False,True,False,False,122.54930079389993,45.425210027429785,94.56302170840524,34.65688630877594
oracle_position_reset_eval_only,candidate_pool_oracle_eval_only,39,relocalization,386,387,6668,3991.10252571315,72.30010791670611,-152.97607660985133,-908.017922027242,-58.41305490144609,-873.361035718466,23.594297839638894,-63.64410106372088,-884.4191652587615,-63.64410106372088,-884.4191652587615,11.422828406678828,11.455529190090122,0.032700783411293344,12.232991166587377,12.171469432960066,False,True,False,False,94.56302170840524,34.65688630877594,89.33197554613045,23.598756768480484
oracle_position_reset_eval_only,candidate_pool_oracle_eval_only,40,relocalization,475,476,6066,4991.506235181863,1000.4037094687133,572.8120196268678,-578.8776663070117,662.1439951729983,-555.2789095385313,148.26672371992296,738.1635830599116,-698.3206690349616,738.1635830599116,-698.3206690349616,20.495237916121944,20.5536231608308,0.05838524470885531,161.98741525912055,127.77148580380103,False,True,False,False,89.33197554613045,23.598756768480484,165.3515634330438,-119.44300272794987
oracle_position_reset_eval_only,candidate_pool_oracle_eval_only,41,relocalization,480,481,5817,5052.685233124886,61.178997943022296,560.096362630738,-523.2432419901312,725.4479260637818,-642.6862447180811,30.413695489126276,772.0880920478376,-628.1976640727371,772.0880920478376,-628.1976640727371,31.314236850098492,31.27622673898626,0.03801011111223218,48.8387556366551,-0.9005413609722162,True,True,False,False,165.3515634330438,-119.44300272794987,211.99172941709958,-104.9544220826059
oracle_position_reset_eval_only,candidate_pool_oracle_eval_only,42,relocalization,481,482,5692,5064.544979629139,11.859746504253053,557.6071029059926,-512.2374074197514,769.5988323230922,-617.1918295023573,29.6510912761358,771.5628984686919,-593.4000614946708,771.5628984686919,-593.4000614946708,31.801499964467403,31.76542721799197,0.03607274647543335,23.872699486146658,-2.150408688331602,True,True,False,False,211.99172941709958,-104.9544220826059,213.95579556269922,-81.16265407491937
oracle_position_reset_eval_only,candidate_pool_oracle_eval_only,43,relocalization,485,486,5567,5112.866852659654,48.321873030515235,547.7918738334622,-468.01703845144624,761.7476693961614,-549.1796925263657,22.298116822368353,771.0376995200058,-558.6024574781768,771.0376995200058,-558.6024574781768,30.029357659374945,29.97380956798691,0.055548091388036624,13.23227716755574,-7.731240837006592,True,True,False,False,213.95579556269922,-81.16265407491937,223.24582568654364,-90.58541902673056
oracle_position_reset_eval_only,candidate_pool_oracle_eval_only,44,relocalization,500,501,4941,5293.072823593685,180.20597093403103,513.5480318808807,-305.88072560677443,736.7938575674243,-396.466144633505,19.198879477652934,733.4376694587991,-385.1422543409281,733.4376694587991,-385.1422543409281,8.657231056468405,8.677926862151223,0.020695805682818147,11.810778550916728,10.54164842118453,False,True,False,False,223.24582568654364,-90.58541902673056,219.8896375779184,-79.26152873415367
oracle_position_reset_eval_only,candidate_pool_oracle_eval_only,45,relocalization,502,503,4817,5317.011127228425,23.938303634739896,508.9721221552892,-284.0829850118289,728.8617597332076,-363.34451374598257,12.761338364527479,767.8863930704538,-349.8168031633832,767.8863930704538,-349.8168031633832,31.31031040254342,31.253458854917834,0.056851547625583976,41.302796039893934,-18.54897203801594,True,True,False,False,219.8896375779184,-79.26152873415367,258.9142709151646,-65.73381815155432
oracle_position_reset_eval_only,candidate_pool_oracle_eval_only,46,relocalization,510,511,4441,5412.322651138414,95.31152390998886,489.90771030218826,-197.2708268078509,748.8219812173529,-263.00464495940525,14.739497750069594,731.3371238369728,-245.9518104013987,731.3371238369728,-245.9518104013987,12.615275377997685,12.652706327353478,0.03743094935579272,24.42374672475494,2.124222372071909,False,True,False,False,258.9142709151646,-65.73381815155432,241.4294135347845,-48.68098359354778
oracle_position_reset_eval_only,candidate_pool_oracle_eval_only,47,relocalization,515,516,4317,5470.28670602077,57.96405488235632,477.7621882817932,-144.64586258143467,719.1916018165778,-193.32684617498245,15.810840675909164,765.7854147169273,-210.6263381787576,765.7854147169273,-210.6263381787576,33.978151466285375,33.93344802551496,0.04470344077041233,49.70166822332489,-18.167310790376213,True,True,False,False,241.4294135347845,-48.68098359354778,288.0232264351341,-65.98047559732294
oracle_position_reset_eval_only,candidate_pool_oracle_eval_only,48,relocalization,520,521,4065,5525.589007354143,55.30230133337318,466.5450136605138,-93.94326395351482,754.568240095648,-159.92373955083775,26.872854233515294,694.7884270232171,-142.08672428503633,694.7884270232171,-142.08672428503633,37.66147651871035,37.59273079332692,0.0687457253834296,62.38417399122323,-10.788622285195057,True,True,False,False,288.0232264351341,-65.98047559732294,228.24341336270328,-48.14346033152151
oracle_position_reset_eval_only,candidate_pool_oracle_eval_only,49,relocalization,530,531,3690,5635.977201409314,110.38819405517097,443.6716093649978,8.087252352461118,671.9150227277011,-40.05620797906039,57.86571140771491,693.2132215873571,-37.69387473491952,693.2132215873571,-37.69387473491952,36.440010528415996,36.3730824977982,0.06692803061779529,21.428809883468272,21.425700879298915,False,True,False,False,228.24341336270328,-48.14346033152151,249.54161222235933,-45.78112708738064
oracle_position_reset_eval_only,candidate_pool_oracle_eval_only,50,relocalization,545,546,3066,5809.060463631563,173.08326222224878,410.5253109867008,166.6879454018069,660.0669232090602,120.90681831442626,71.68729150322109,725.560180499102,136.82202914357185,725.560180499102,136.82202914357185,4.349017691311736,4.344291767816918,0.004725923494818041,67.3992632466837,67.33827381190936,False,True,False,False,249.54161222235933,-45.78112708738064,315.0348695124012,-29.865916258235046
oracle_position_reset_eval_only,candidate_pool_oracle_eval_only,51,relocalization,550,551,2941,5860.434572645745,51.37410901418207,402.3134841652318,213.7926287029644,717.348353677633,183.92671244472936,14.926958071871029,725.0349716232158,171.61965955328196,725.0349716232158,171.61965955328196,19.238128657163667,19.29194610137268,0.05381744420901313,14.510260036065512,-4.311170585292638,True,True,False,False,315.0348695124012,-29.865916258235046,322.72148745798404,-42.172969149682444
oracle_position_reset_eval_only,candidate_pool_oracle_eval_only,52,relocalization,555,556,2817,5880.7177312225285,20.283158576783535,398.791488884364,231.6422934601981,721.5129763423481,189.46932431051565,22.505552909638368,759.4819642086513,206.9451949056238,759.4819642086513,206.9451949056238,28.816846085655897,28.765244690436067,0.05160139521982998,41.797728319233414,-6.311293176017529,True,True,False,False,322.72148745798404,-42.172969149682444,360.6904753242873,-24.697098554574296
oracle_position_reset_eval_only,candidate_pool_oracle_eval_only,53,relocalization,570,571,2941,5901.251998133614,20.53426691108507,396.9369992187963,214.24475675335387,757.6274745430836,189.54765819877957,26.692746138988834,725.0349716232158,171.61965955328196,725.0349716232158,171.61965955328196,18.891847010336345,18.944645732436346,0.05279872210000036,37.19790830160421,7.800899128652489,False,True,False,False,360.6904753242873,-24.697098554574296,328.0979724044195,-42.625097200071906
oracle_position_reset_eval_only,candidate_pool_oracle_eval_only,54,relocalization,660,661,3802,6563.978285757233,662.7262876236191,7.819859851466475,-134.67559167737653,335.91783225588597,-177.30068887744844,148.8185404051332,239.08931193384345,-79.34309351909906,239.08931193384345,-79.34309351909906,11.705542100371392,11.734509580388222,0.028967480016829583,137.73689714868095,137.11299830476182,False,True,False,False,328.0979724044195,-42.625097200071906,231.26945208237697,55.332498158277474
oracle_position_reset_eval_only,candidate_pool_oracle_eval_only,55,relocalization,675,676,4426,6745.523718269561,181.54543251232826,57.789025133237416,-302.5673480594133,289.0584772156144,-247.23484990113582,49.939534636707045,206.7344315202208,-253.85721745481715,206.73443152022082,-253.85721745481715,32.67705649631954,32.61777093376354,0.05928556255599915,82.58997670222038,17.262478140387508,False,True,False,False,231.26945208237697,55.332498158277474,148.9454063869834,48.710130604596145
oracle_position_reset_eval_only,candidate_pool_oracle_eval_only,56,relocalization,678,679,4551,6781.654537020147,36.130818750585604,67.5088692196285,-334.50615318388765,216.45427560661187,-285.7960225792915,23.695864546162813,207.2580337593099,-288.654773352202,207.2580337593099,-288.654773352202,32.96771191530367,32.906823874506344,0.06088804079732313,9.630333332532386,-9.271847369140854,True,True,False,False,148.9454063869834,48.710130604596145,139.74916453968143,45.85137983168562
oracle_position_reset_eval_only,candidate_pool_oracle_eval_only,57,relocalization,680,681,4677,6805.703212033749,24.048675013602406,73.92378750750326,-355.9298690827939,213.6729520471847,-310.0784892511083,26.83465033456089,242.75532225542705,-322.9260316388681,242.75532225542707,-322.9260316388681,12.74535648357311,12.786353215978217,0.04099673240510704,31.79376672139598,14.089293850987781,False,True,False,False,139.74916453968143,45.85137983168562,168.8315347479238,33.00383744392582
oracle_position_reset_eval_only,candidate_pool_oracle_eval_only,58,relocalization,685,686,4927,6865.552271312361,59.849059278612,90.76003531379848,-409.4476411444755,259.5915700617223,-376.44380370054967,18.576374462535203,243.8027055937564,-392.5211438587867,243.8027055937564,-392.5211438587867,22.378287221290066,22.45287476101973,0.07458753972966292,22.533732663530376,-3.801912758754863,True,True,False,False,168.8315347479238,33.00383744392582,153.04267027995792,16.92649728568881
oracle_position_reset_eval_only,candidate_pool_oracle_eval_only,59,relocalization,690,691,5052,6927.287839755705,61.735568443344164,108.96567151026356,-464.6841222760799,262.0083417902215,-447.7576249903911,24.128754082602413,244.326389232534,-427.3186978083104,244.32638923253404,-427.3186978083104,4.628671428550393,4.6438000296141535,0.01512860106376035,27.025935517696855,19.50008265405202,False,True,False,False,153.04267027995792,16.92649728568881,135.36071772227046,37.365424467769515
oracle_position_reset_eval_only,candidate_pool_oracle_eval_only,60,relocalization,693,694,5302,6963.201426948189,35.91358719248365,120.24358271848898,-497.46702077311375,255.60430044075946,-460.10159630534423,13.083195056248623,245.3737404493149,-496.913801390212,245.3737404493149,-496.913801390212,29.105334118901986,29.202915593833875,0.09758147493188929,38.207365794423836,-16.022139062653363,True,True,False,False,135.36071772227046,37.365424467769515,125.13015773082593,0.5532193829017729
