policy,lock_frame,lock_reference_distance_m_eval_only,post_lock_frames,post_lock_distance_m_eval_only,accepted,true_events_eval_only,false_events_eval_only,dangerous_false_events_gt100m_eval_only,precision_eval_only,mean_correction_alpha,median_event_improvement_m_eval_only,rmse_m,mean_error_m,median_error_m,p95_error_m,max_error_m,final_error_m,failure_rate_gt40m,final_error_per_100m_post_lock,rmse_m_reduction_vs_raw_relative_pct,p95_error_m_reduction_vs_raw_relative_pct,max_error_m_reduction_vs_raw_relative_pct,final_error_m_reduction_vs_raw_relative_pct,failure_rate_gt40m_reduction_vs_raw_relative_pct
raw_bootstrap_relative_only,200,1971.588930915444,834,8797.026787386687,0,0,0,0,,,,264.4776603775988,238.81139875071756,236.44626810461665,403.8524812035432,415.57692824195897,241.8858622449782,0.9688249400479616,2.7496319846587016,0.0,0.0,0.0,0.0,0.0
raw_bootstrap_balanced_hard_online,200,1971.588930915444,834,8797.026787386687,23,17,6,0,0.7391304347826086,1.0,11.46992800138051,123.44483598301063,97.92066371559571,73.6184922117958,274.97967584232543,325.6281894843896,64.70369956188233,0.7733812949640287,0.7355178189823804,53.325042346954156,31.9108613563935,21.644305216385597,73.25031774847946,20.173267326732674
raw_bootstrap_hybrid_r60_hard_online,200,1971.588930915444,834,8797.026787386687,50,35,15,0,0.7,1.0,6.963579628389179,82.55389577163625,69.37730055145947,56.29896578913135,164.92274929184612,205.31325204251954,64.70369956188233,0.7038369304556354,0.7355178189823804,68.78606092712225,59.16262571908667,50.595608637113465,73.25031774847946,27.351485148514854
raw_bootstrap_hybrid_r60_b100_t050_online,200,1971.588930915444,834,8797.026787386687,50,35,15,0,0.7,0.73,11.009365185741412,91.10967878875012,75.26547902245888,61.789641131816396,183.4653650906044,229.7511099779947,64.70369956188233,0.7182254196642686,0.7355178189823804,65.55108712823933,54.57119279201924,44.71514312646634,73.25031774847946,25.866336633663366
raw_bootstrap_hybrid_r60_b100_t075_online,200,1971.588930915444,834,8797.026787386687,50,35,15,0,0.7,0.865,9.59013238645355,84.99546662005409,71.20326222869183,58.8502825245113,170.86155713704636,196.70026789353915,64.70369956188236,0.7290167865707434,0.7355178189823808,67.86289378894809,57.69208681648994,52.66814528764805,73.25031774847946,24.75247524752475
