token,sources,scenes,failure_groups,selection_priority_score,recommended_role,phog_error_m,lsd_error_m,oracle_top50_error_m,anchor_top1_error_m,best_any_stream_error_m,best_stream
666,s7b4,water_wetland,anchor_success,0,supporting_failure_case,,,,112.62580795548472,15.561330458326951,center
671,s7b4,water_wetland,anchor_success,0,supporting_failure_case,,,,527.184560953073,6.789186729195829,center
676,s7b4,water_wetland,anchor_success,0,supporting_failure_case,,,,416.4472842657439,3.9992827628086256,center
686,s7b4,water_wetland,anchor_success,0,supporting_failure_case,,,,67.84662523460253,22.45290577449545,center
691,s7b4,water_wetland,anchor_success,0,supporting_failure_case,,,,4.643806444041287,4.643806444041287,center
694,"s4c6,s7b4",water_wetland,"anchor_success,selection_failure_correct_in_pool",0,supporting_failure_case,725.4185466862718,1553.8583659376886,29.20291559367931,5.716258163650636,5.716258163650636,center
696,s7b4,water_wetland,anchor_success,0,supporting_failure_case,,,,29.296791865871874,5.670951564113122,center
701,s7b4,water_wetland,anchor_success,0,supporting_failure_case,,,,51.6939501199403,16.819082699102523,center
706,s7b4,water_wetland,anchor_success,0,supporting_failure_case,,,,40.17484289881138,9.584042143069292,center
710,"s4c6,s7b4",water_wetland,"anchor_success,selection_failure_correct_in_pool",0,supporting_failure_case,2253.846134570804,960.8947705923636,24.03710076634506,70.90301924348391,12.68187006271626,center
711,s7b4,water_wetland,anchor_success,0,supporting_failure_case,,,,90.05631777022828,20.88572524899289,center
716,s7b4,water_wetland,anchor_success,0,supporting_failure_case,,,,35.43129278373001,14.713625924201988,center
721,s7b4,water_wetland,anchor_success,0,supporting_failure_case,,,,13.448549653510144,13.448549653510144,center
726,s7b4,water_wetland,anchor_success,0,supporting_failure_case,,,,18.42826580787181,18.42826580787181,center
731,"s4c6,s7b4",water_wetland,"anchor_success,stable_success",0,supporting_failure_case,25.95024506105812,31.082507545186893,25.055578298393712,25.055612906626447,18.30510505561542,center
736,s7b4,water_wetland,anchor_success,0,supporting_failure_case,,,,13.343500267181888,13.343500267181888,center
741,s7b4,water_wetland,anchor_success,0,supporting_failure_case,,,,96.02615609319834,14.615576909851294,center
746,"s4c6,s7b4",water_wetland,"anchor_success,stable_success",0,supporting_failure_case,28.3488833200298,28.3488833200298,27.289444895658967,77.66445353670343,21.26049500848888,center
751,s7b4,water_wetland,anchor_success,0,supporting_failure_case,,,,33.891685520408,16.218759880360665,center
756,s7b4,water_wetland,anchor_success,0,supporting_failure_case,,,,13.631988459089117,13.631988459089117,center
761,s7b4,water_wetland,anchor_success,0,supporting_failure_case,,,,50.76946479681197,17.36219388419595,center
766,s7b4,water_wetland,anchor_success,0,supporting_failure_case,,,,40.69967105190392,8.205949422479867,center
771,s7b4,water_wetland,anchor_success,0,supporting_failure_case,,,,63.89737767852287,16.625329690309353,center
776,s7b4,water_wetland,anchor_success,0,supporting_failure_case,,,,80.78020936908213,6.6436212149452265,center
801,s7b4,water_wetland,anchor_success,0,supporting_failure_case,,,,212.17658250435025,23.455544778009447,resize
806,s7b4,water_wetland,anchor_success,0,supporting_failure_case,,,,9.819790360308986,9.819790360308986,center
811,s7b4,water_wetland,anchor_success,0,supporting_failure_case,,,,328.28736667281214,12.748654236046065,center
816,s7b4,water_wetland,anchor_success,0,supporting_failure_case,,,,255.51463016564503,28.252171060854973,center
826,s7b4,water_wetland,anchor_success,0,supporting_failure_case,,,,50.11327089181302,14.953488212164435,center
831,s7b4,water_wetland,anchor_success,0,supporting_failure_case,,,,126.72469026028476,17.640646763878667,center
836,s7b4,water_wetland,anchor_success,0,supporting_failure_case,,,,68.3957580653936,11.947374828476011,center
841,s7b4,water_wetland,anchor_success,0,supporting_failure_case,,,,1601.3546900849844,13.51044757002661,center
846,s7b4,water_wetland,anchor_success,0,supporting_failure_case,,,,1632.3795216033836,18.899424224753883,center
851,s7b4,water_wetland,anchor_success,0,supporting_failure_case,,,,1361.1191330159577,18.39768887494472,center
856,s7b4,water_wetland,anchor_success,0,supporting_failure_case,,,,1355.516399427781,18.065900309657817,center
861,s7b4,mixed_urban_natural,anchor_success,0,supporting_failure_case,,,,1380.9549627350411,8.829569762993676,center
866,s7b4,mixed_urban_natural,anchor_success,0,supporting_failure_case,,,,1442.1562756839376,11.667107558037856,center
871,s7b4,mixed_urban_natural,anchor_success,0,supporting_failure_case,,,,2060.72498415121,14.799010542516807,center
874,"s4c6,s7b4",mixed_urban_natural,"anchor_success,stable_success",0,supporting_failure_case,31.14777683593874,18.228112771313647,18.228112771313647,25.536215269115704,18.22813794905199,center
876,s7b4,mixed_urban_natural,anchor_success,0,supporting_failure_case,,,,23.701488270530408,16.285682405399573,center
881,s7b4,mixed_urban_natural,anchor_success,0,supporting_failure_case,,,,38.3700266294273,14.12375205407051,center
891,s7b4,mixed_urban_natural,anchor_success,0,supporting_failure_case,,,,26.582973166623034,26.582973166623034,center
896,s7b4,mixed_urban_natural,anchor_success,0,supporting_failure_case,,,,15.712069779102205,15.712069779102205,center
901,s7b4,mixed_urban_natural,anchor_success,0,supporting_failure_case,,,,28.979455146267767,8.00563572809395,center
905,"s4c6,s7b4",mixed_urban_natural,"anchor_success,stable_success",0,supporting_failure_case,15.897900427790166,15.897900427790166,15.897900427790166,20.96989079425475,15.897922386904568,center
906,s7b4,mixed_urban_natural,anchor_success,0,supporting_failure_case,,,,6.51829275265421,6.51829275265421,center
911,s7b4,mixed_urban_natural,anchor_success,0,supporting_failure_case,,,,30.54235279363681,13.573189048528205,center
914,"s4c6,s7b4",mixed_urban_natural,"anchor_success,selection_failure_correct_in_pool",0,supporting_failure_case,77.2055850651526,665.394205514291,29.40073200289781,77.20569170578992,13.056943666098263,center
916,s7b4,mixed_urban_natural,anchor_success,0,supporting_failure_case,,,,1268.3780047382304,22.87561746450714,center
936,s7b4,mixed_urban_natural,anchor_success,0,supporting_failure_case,,,,1093.763389858988,25.42255671622956,center
937,"s4c6,s7b4",mixed_urban_natural,"anchor_success,weak_pool_near_candidate",0,supporting_failure_case,849.8890174430359,792.6576573802224,94.7062768939703,1088.0054044733677,26.15735031592081,center
941,s7b4,mixed_urban_natural,anchor_success,0,supporting_failure_case,,,,836.8295310047968,22.29303077261682,center
976,s7b4,mixed_urban_natural,anchor_success,0,supporting_failure_case,,,,1085.571444658434,34.55852161308276,center
981,s7b4,mixed_urban_natural,anchor_success,0,supporting_failure_case,,,,89.25494605424107,20.38601430423985,center
986,s7b4,mixed_urban_natural,anchor_success,0,supporting_failure_case,,,,58.7022427679543,24.202541973584665,center
991,s7b4,mixed_urban_natural,anchor_success,0,supporting_failure_case,,,,847.6679583157236,18.67307302937558,center
996,s7b4,mixed_urban_natural,anchor_success,0,supporting_failure_case,,,,254.3147446042583,30.33691794942355,center
1001,s7b4,mixed_urban_natural,anchor_success,0,supporting_failure_case,,,,55.39592191016538,6.486118479131156,center
1003,"s4c6,s7b4",mixed_urban_natural,"anchor_success,stable_success",0,supporting_failure_case,24.36253769145157,24.36253769145157,24.36253769145157,292.9509167392372,13.024734800617498,center
1006,s7b4,mixed_urban_natural,anchor_success,0,supporting_failure_case,,,,317.05863187500984,14.191039061779383,center
1031,s7b4,mixed_urban_natural,anchor_success,0,supporting_failure_case,,,,452.24822464814383,28.665043173786472,center
