token,variants,per_variant_top_n,union_top_k_eval,candidate_count,top1_error_m,top1_hit_le_threshold,oracle_topk_error_m,oracle_topk_hit_le_threshold,first_correct_rank,best_correct_error_m,token_int
661,"v3_green_suppressed,v5_edge_magnitude,v8_lab_logchroma_fused,v9_canny_structure",50,50,123,1367.5127624076506,False,11.734509580388222,True,30.0,11.734509580388222,661
662,"v3_green_suppressed,v5_edge_magnitude,v8_lab_logchroma_fused,v9_canny_structure",50,50,129,1362.0243143481744,False,521.125929807719,False,65.0,4.813682876615551,662
666,"v3_green_suppressed,v5_edge_magnitude,v8_lab_logchroma_fused,v9_canny_structure",50,50,117,1254.0048667133594,False,637.0400506225287,False,104.0,36.879761604711305,666
671,"v3_green_suppressed,v5_edge_magnitude,v8_lab_logchroma_fused,v9_canny_structure",50,50,122,1305.0219436645154,False,42.99037776620499,False,,,671
676,"v3_green_suppressed,v5_edge_magnitude,v8_lab_logchroma_fused,v9_canny_structure",50,50,137,1317.8872570893536,False,32.61777093376354,True,14.0,32.61777093376354,676
679,"v3_green_suppressed,v5_edge_magnitude,v8_lab_logchroma_fused,v9_canny_structure",50,50,137,2146.192225674439,False,32.906823874506344,True,4.0,2.7535360079915296,679
681,"v3_green_suppressed,v5_edge_magnitude,v8_lab_logchroma_fused,v9_canny_structure",50,50,146,1276.3634523485616,False,12.786353215978217,True,15.0,12.786353215978217,681
686,"v3_green_suppressed,v5_edge_magnitude,v8_lab_logchroma_fused,v9_canny_structure",50,50,126,40.339585633533474,False,22.45287476101973,True,9.0,22.45287476101973,686
691,"v3_green_suppressed,v5_edge_magnitude,v8_lab_logchroma_fused,v9_canny_structure",50,50,140,1219.0012174747276,False,4.6438000296141535,True,20.0,4.6438000296141535,691
694,"v3_green_suppressed,v5_edge_magnitude,v8_lab_logchroma_fused,v9_canny_structure",50,50,133,1158.015104757689,False,29.202915593833875,True,47.0,5.716250267909019,694
696,"v3_green_suppressed,v5_edge_magnitude,v8_lab_logchroma_fused,v9_canny_structure",50,50,129,1390.238251555366,False,122.26901045520027,False,,,696
701,"v3_green_suppressed,v5_edge_magnitude,v8_lab_logchroma_fused,v9_canny_structure",50,50,145,1588.9410979873862,False,16.819059467666712,True,24.0,16.819059467666712,701
706,"v3_green_suppressed,v5_edge_magnitude,v8_lab_logchroma_fused,v9_canny_structure",50,50,136,1253.5390143862812,False,343.3629473758603,False,,,706
710,"v3_green_suppressed,v5_edge_magnitude,v8_lab_logchroma_fused,v9_canny_structure",50,50,137,1300.5140809518205,False,355.3082739793345,False,,,710
711,"v3_green_suppressed,v5_edge_magnitude,v8_lab_logchroma_fused,v9_canny_structure",50,50,136,1312.307592332791,False,330.9630720192002,False,,,711
716,"v3_green_suppressed,v5_edge_magnitude,v8_lab_logchroma_fused,v9_canny_structure",50,50,134,374.380529278546,False,35.43124384411129,True,3.0,35.43124384411129,716
721,"v3_green_suppressed,v5_edge_magnitude,v8_lab_logchroma_fused,v9_canny_structure",50,50,131,576.4496998220663,False,21.93932650415363,True,28.0,21.93932650415363,721
726,"v3_green_suppressed,v5_edge_magnitude,v8_lab_logchroma_fused,v9_canny_structure",50,50,119,85.40564001374445,False,18.428240354271765,True,7.0,18.428240354271765,726
731,"v3_green_suppressed,v5_edge_magnitude,v8_lab_logchroma_fused,v9_canny_structure",50,50,105,60.80614135543527,False,25.055578298021143,True,2.0,25.055578298021143,731
736,"v3_green_suppressed,v5_edge_magnitude,v8_lab_logchroma_fused,v9_canny_structure",50,50,122,1415.6386044245187,False,13.343481836262256,True,3.0,13.343481836262256,736
741,"v3_green_suppressed,v5_edge_magnitude,v8_lab_logchroma_fused,v9_canny_structure",50,50,129,1391.3388979164083,False,14.615556721619264,True,7.0,14.615556721619264,741
746,"v3_green_suppressed,v5_edge_magnitude,v8_lab_logchroma_fused,v9_canny_structure",50,50,130,1377.942772181576,False,22.60426084187642,True,3.0,21.260465642050374,746
751,"v3_green_suppressed,v5_edge_magnitude,v8_lab_logchroma_fused,v9_canny_structure",50,50,136,172.33322411705478,False,30.042106758080088,True,11.0,16.218737478281636,751
756,"v3_green_suppressed,v5_edge_magnitude,v8_lab_logchroma_fused,v9_canny_structure",50,50,142,1015.379897143752,False,13.631969630047587,True,2.0,13.631969630047587,756
760,"v3_green_suppressed,v5_edge_magnitude,v8_lab_logchroma_fused,v9_canny_structure",50,50,114,19.467920772922326,True,19.467920772922326,True,1.0,19.467920772922326,760
761,"v3_green_suppressed,v5_edge_magnitude,v8_lab_logchroma_fused,v9_canny_structure",50,50,107,1247.3141875791946,False,17.362169902700895,True,2.0,17.362169902700895,761
766,"v3_green_suppressed,v5_edge_magnitude,v8_lab_logchroma_fused,v9_canny_structure",50,50,89,41.52041015426622,False,8.20593808751478,True,39.0,8.20593808751478,766
768,"v3_green_suppressed,v5_edge_magnitude,v8_lab_logchroma_fused,v9_canny_structure",50,50,85,54.441350514173294,False,29.6064565208196,True,29.0,14.81490601588491,768
771,"v3_green_suppressed,v5_edge_magnitude,v8_lab_logchroma_fused,v9_canny_structure",50,50,82,61.68965418800012,False,57.07422416392678,False,52.0,33.10842376515747,771
776,"v3_green_suppressed,v5_edge_magnitude,v8_lab_logchroma_fused,v9_canny_structure",50,50,127,1047.6618148880611,False,69.59687346052735,False,,,776
781,"v3_green_suppressed,v5_edge_magnitude,v8_lab_logchroma_fused,v9_canny_structure",50,50,118,871.7529317127506,False,109.766621617268,False,,,781
786,"v3_green_suppressed,v5_edge_magnitude,v8_lab_logchroma_fused,v9_canny_structure",50,50,126,120.07811656491988,False,111.12777201477878,False,,,786
791,"v3_green_suppressed,v5_edge_magnitude,v8_lab_logchroma_fused,v9_canny_structure",50,50,119,325.16710189062707,False,116.05905767934873,False,,,791
794,"v3_green_suppressed,v5_edge_magnitude,v8_lab_logchroma_fused,v9_canny_structure",50,50,135,1081.5863965322817,False,130.72266555115496,False,,,794
796,"v3_green_suppressed,v5_edge_magnitude,v8_lab_logchroma_fused,v9_canny_structure",50,50,138,374.9047164919319,False,144.66276448393762,False,,,796
801,"v3_green_suppressed,v5_edge_magnitude,v8_lab_logchroma_fused,v9_canny_structure",50,50,131,361.51714137544445,False,29.923388585443277,True,22.0,29.923388585443277,801
806,"v3_green_suppressed,v5_edge_magnitude,v8_lab_logchroma_fused,v9_canny_structure",50,50,117,731.7833333936509,False,44.04963395262849,False,,,806
808,"v3_green_suppressed,v5_edge_magnitude,v8_lab_logchroma_fused,v9_canny_structure",50,50,125,742.7329791240966,False,127.09621430989348,False,,,808
811,"v3_green_suppressed,v5_edge_magnitude,v8_lab_logchroma_fused,v9_canny_structure",50,50,124,706.6712273765341,False,115.33990016058202,False,,,811
816,"v3_green_suppressed,v5_edge_magnitude,v8_lab_logchroma_fused,v9_canny_structure",50,50,138,1171.4230547176946,False,60.69788945549802,False,,,816
820,"v3_green_suppressed,v5_edge_magnitude,v8_lab_logchroma_fused,v9_canny_structure",50,50,140,955.4124913891902,False,258.0798407709618,False,140.0,27.81533933648143,820
821,"v3_green_suppressed,v5_edge_magnitude,v8_lab_logchroma_fused,v9_canny_structure",50,50,147,387.399096011705,False,75.70846883864482,False,,,821
826,"v3_green_suppressed,v5_edge_magnitude,v8_lab_logchroma_fused,v9_canny_structure",50,50,135,1226.6413084336166,False,412.4779548957948,False,,,826
831,"v3_green_suppressed,v5_edge_magnitude,v8_lab_logchroma_fused,v9_canny_structure",50,50,120,464.4411753555097,False,337.6406520237112,False,,,831
833,"v3_green_suppressed,v5_edge_magnitude,v8_lab_logchroma_fused,v9_canny_structure",50,50,121,457.16768259975663,False,417.8667281607512,False,,,833
836,"v3_green_suppressed,v5_edge_magnitude,v8_lab_logchroma_fused,v9_canny_structure",50,50,127,480.0899289933768,False,178.5544757993623,False,,,836
841,"v3_green_suppressed,v5_edge_magnitude,v8_lab_logchroma_fused,v9_canny_structure",50,50,139,499.181799099622,False,169.91287786935953,False,53.0,13.51042890878967,841
844,"v3_green_suppressed,v5_edge_magnitude,v8_lab_logchroma_fused,v9_canny_structure",50,50,157,474.95086577908216,False,12.990215636604606,True,9.0,12.990215636604606,844
846,"v3_green_suppressed,v5_edge_magnitude,v8_lab_logchroma_fused,v9_canny_structure",50,50,144,1628.1365438339212,False,18.899398119433105,True,36.0,18.899398119433105,846
851,"v3_green_suppressed,v5_edge_magnitude,v8_lab_logchroma_fused,v9_canny_structure",50,50,157,1654.551713142942,False,83.38576950866104,False,51.0,18.39766346312028,851
856,"v3_green_suppressed,v5_edge_magnitude,v8_lab_logchroma_fused,v9_canny_structure",50,50,145,546.7635177863077,False,108.94832984920473,False,,,856
861,"v3_green_suppressed,v5_edge_magnitude,v8_lab_logchroma_fused,v9_canny_structure",50,50,118,117.74651638580436,False,30.80812498220632,True,4.0,30.80812498220632,861
866,"v3_green_suppressed,v5_edge_magnitude,v8_lab_logchroma_fused,v9_canny_structure",50,50,87,241.44875964629128,False,23.925626103800425,True,10.0,23.925626103800425,866
871,"v3_green_suppressed,v5_edge_magnitude,v8_lab_logchroma_fused,v9_canny_structure",50,50,88,14.798990101236136,True,14.798990101236136,True,1.0,14.798990101236136,871
874,"v3_green_suppressed,v5_edge_magnitude,v8_lab_logchroma_fused,v9_canny_structure",50,50,91,31.147776836073252,True,18.228112771903355,True,1.0,18.228112771903355,874
876,"v3_green_suppressed,v5_edge_magnitude,v8_lab_logchroma_fused,v9_canny_structure",50,50,91,28.62164933537884,True,16.28565991021154,True,1.0,16.28565991021154,876
881,"v3_green_suppressed,v5_edge_magnitude,v8_lab_logchroma_fused,v9_canny_structure",50,50,94,14.123732545453406,True,14.123732545453406,True,1.0,14.123732545453406,881
886,"v3_green_suppressed,v5_edge_magnitude,v8_lab_logchroma_fused,v9_canny_structure",50,50,114,27.878433612311373,True,27.878433612311373,True,1.0,27.878433612311373,886
891,"v3_green_suppressed,v5_edge_magnitude,v8_lab_logchroma_fused,v9_canny_structure",50,50,126,1768.1538537599326,False,275.5467183526005,False,,,891
896,"v3_green_suppressed,v5_edge_magnitude,v8_lab_logchroma_fused,v9_canny_structure",50,50,131,840.4042232468381,False,91.88547148846855,False,60.0,37.12465423996743,896
901,"v3_green_suppressed,v5_edge_magnitude,v8_lab_logchroma_fused,v9_canny_structure",50,50,131,843.7251270932561,False,28.97941511847734,True,23.0,28.97941511847734,901
905,"v3_green_suppressed,v5_edge_magnitude,v8_lab_logchroma_fused,v9_canny_structure",50,50,111,317.0646624528016,False,15.897900428032882,True,19.0,15.897900428032882,905
906,"v3_green_suppressed,v5_edge_magnitude,v8_lab_logchroma_fused,v9_canny_structure",50,50,95,171.49810222269602,False,6.518283749267923,True,9.0,6.518283749267923,906
911,"v3_green_suppressed,v5_edge_magnitude,v8_lab_logchroma_fused,v9_canny_structure",50,50,76,78.49361233757456,False,13.573170300515988,True,2.0,13.573170300515988,911
914,"v3_green_suppressed,v5_edge_magnitude,v8_lab_logchroma_fused,v9_canny_structure",50,50,80,1004.873250541032,False,13.05692563080806,True,3.0,13.05692563080806,914
916,"v3_green_suppressed,v5_edge_magnitude,v8_lab_logchroma_fused,v9_canny_structure",50,50,97,1003.1813243459532,False,15.605417872477034,True,3.0,15.605417872477034,916
921,"v3_green_suppressed,v5_edge_magnitude,v8_lab_logchroma_fused,v9_canny_structure",50,50,151,1003.4578513427084,False,240.59944735787232,False,,,921
926,"v3_green_suppressed,v5_edge_magnitude,v8_lab_logchroma_fused,v9_canny_structure",50,50,155,249.9765902036271,False,112.89593804954649,False,,,926
927,"v3_green_suppressed,v5_edge_magnitude,v8_lab_logchroma_fused,v9_canny_structure",50,50,151,927.455438898094,False,101.17045446041286,False,,,927
931,"v3_green_suppressed,v5_edge_magnitude,v8_lab_logchroma_fused,v9_canny_structure",50,50,148,120.1643702648155,False,55.34376954836931,False,,,931
936,"v3_green_suppressed,v5_edge_magnitude,v8_lab_logchroma_fused,v9_canny_structure",50,50,141,129.77354726998772,False,15.694195572838836,True,2.0,15.694195572838836,936
937,"v3_green_suppressed,v5_edge_magnitude,v8_lab_logchroma_fused,v9_canny_structure",50,50,143,48.873800412552576,False,26.157314185962797,True,15.0,17.259169948038252,937
941,"v3_green_suppressed,v5_edge_magnitude,v8_lab_logchroma_fused,v9_canny_structure",50,50,127,35.3101526602474,True,35.3101526602474,True,1.0,22.292999980272167,941
946,"v3_green_suppressed,v5_edge_magnitude,v8_lab_logchroma_fused,v9_canny_structure",50,50,125,56.7320278350509,False,15.51218295013687,True,5.0,15.51218295013687,946
951,"v3_green_suppressed,v5_edge_magnitude,v8_lab_logchroma_fused,v9_canny_structure",50,50,124,1218.7824387169526,False,56.84686085777754,False,,,951
952,"v3_green_suppressed,v5_edge_magnitude,v8_lab_logchroma_fused,v9_canny_structure",50,50,116,1206.8408681726803,False,68.23011698206149,False,,,952
956,"v3_green_suppressed,v5_edge_magnitude,v8_lab_logchroma_fused,v9_canny_structure",50,50,115,195.66699096861063,False,115.2956920878903,False,,,956
961,"v3_green_suppressed,v5_edge_magnitude,v8_lab_logchroma_fused,v9_canny_structure",50,50,125,212.7542738139796,False,51.0478323564105,False,,,961
963,"v3_green_suppressed,v5_edge_magnitude,v8_lab_logchroma_fused,v9_canny_structure",50,50,117,766.658156110132,False,52.56444011931175,False,,,963
966,"v3_green_suppressed,v5_edge_magnitude,v8_lab_logchroma_fused,v9_canny_structure",50,50,131,274.54044450102793,False,98.6194427799762,False,,,966
971,"v3_green_suppressed,v5_edge_magnitude,v8_lab_logchroma_fused,v9_canny_structure",50,50,115,1526.709899175818,False,103.48975692439232,False,,,971
976,"v3_green_suppressed,v5_edge_magnitude,v8_lab_logchroma_fused,v9_canny_structure",50,50,130,714.5802015283639,False,121.93784962960392,False,,,976
981,"v3_green_suppressed,v5_edge_magnitude,v8_lab_logchroma_fused,v9_canny_structure",50,50,115,55.02432514423607,False,43.89824877636903,False,,,981
986,"v3_green_suppressed,v5_edge_magnitude,v8_lab_logchroma_fused,v9_canny_structure",50,50,122,73.32555618651371,False,24.202508544067587,True,47.0,24.202508544067587,986
990,"v3_green_suppressed,v5_edge_magnitude,v8_lab_logchroma_fused,v9_canny_structure",50,50,126,608.4026350038117,False,28.98054211551957,True,21.0,28.98054211551957,990
991,"v3_green_suppressed,v5_edge_magnitude,v8_lab_logchroma_fused,v9_canny_structure",50,50,128,596.7933337640835,False,38.63535894604138,True,21.0,38.63535894604138,991
996,"v3_green_suppressed,v5_edge_magnitude,v8_lab_logchroma_fused,v9_canny_structure",50,50,123,569.9928764836168,False,283.03307000393545,False,,,996
1001,"v3_green_suppressed,v5_edge_magnitude,v8_lab_logchroma_fused,v9_canny_structure",50,50,128,421.47301108214026,False,140.27755868742017,False,,,1001
1003,"v3_green_suppressed,v5_edge_magnitude,v8_lab_logchroma_fused,v9_canny_structure",50,50,133,1451.3429936995262,False,119.61189706319978,False,,,1003
1006,"v3_green_suppressed,v5_edge_magnitude,v8_lab_logchroma_fused,v9_canny_structure",50,50,135,1071.9084544081295,False,23.396869293329225,True,33.0,23.396869293329225,1006
1011,"v3_green_suppressed,v5_edge_magnitude,v8_lab_logchroma_fused,v9_canny_structure",50,50,134,1073.9047958072035,False,13.682006877251826,True,26.0,13.682006877251826,1011
1015,"v3_green_suppressed,v5_edge_magnitude,v8_lab_logchroma_fused,v9_canny_structure",50,50,117,1070.8946037313794,False,57.31226687911721,False,,,1015
1016,"v3_green_suppressed,v5_edge_magnitude,v8_lab_logchroma_fused,v9_canny_structure",50,50,117,1068.1100982164487,False,68.25559491425004,False,,,1016
1021,"v3_green_suppressed,v5_edge_magnitude,v8_lab_logchroma_fused,v9_canny_structure",50,50,127,1460.8047621520047,False,86.80600705150891,False,,,1021
1024,"v3_green_suppressed,v5_edge_magnitude,v8_lab_logchroma_fused,v9_canny_structure",50,50,127,132.80768039191744,False,84.7228662485706,False,,,1024
1026,"v3_green_suppressed,v5_edge_magnitude,v8_lab_logchroma_fused,v9_canny_structure",50,50,128,1533.5792669721586,False,112.25132307087064,False,,,1026
1031,"v3_green_suppressed,v5_edge_magnitude,v8_lab_logchroma_fused,v9_canny_structure",50,50,119,1560.9626037493472,False,28.665003579872398,True,44.0,28.665003579872398,1031
1034,"v3_green_suppressed,v5_edge_magnitude,v8_lab_logchroma_fused,v9_canny_structure",50,50,119,1555.339979327092,False,26.63331622078549,True,13.0,26.63331622078549,1034
