policy,tokens,hits,hit_rate,median_error_m,oracle_processed_hits,oracle_processed_hit_rate,median_oracle_error_m,median_oracle_lg_rank
lightglue_only,263,68,0.2585551330798479,138.13829085697634,102,0.38783269961977185,69.92626961209041,6.0
lightglue_plus_union_prior,263,68,0.2585551330798479,457.16768259975663,102,0.38783269961977185,69.92626961209041,6.0
union_rank_only,263,16,0.060836501901140684,1164.0793210001398,102,0.38783269961977185,69.92626961209041,6.0
